"Koszyce","Gumniska-Zab³ocie","Rzêdzin","Krzy¿","Klikowa","Starówka","Grabówka","Jasna","Zielone","Westerplatte","Legionów Henryka D¹browskiego","Piaskówka","Strusina","Chyszów","Krakowska","Moœcice"
"29,28,16,51,32,30,34,39,33,32,47,18,50,35,31,24"
