"simulationTime[s]","firingID","districtName","districtSafetyLevel","distanceOfSummonedAmbulance[m]","timeToReachFiring[s]"
2068,9bfb9108-a000-4069-b362-c310d60324c9,Jasna,RatherSafe,"1198,151515464184",53.91681819588828
3343,f08f968a-d784-413b-a35a-762c867059bd,Strusina,NotSafe,"3793,367778319824",170.70155002439208
3914,9756ae4b-d7e6-4263-894a-c2d975ce44f4,Zielone,RatherSafe,"800,1574359399151",36.00708461729618
6440,9899e55c-8059-4d5e-b4c3-4107d97b89e4,Starówka,RatherSafe,"2352,6378593666873",105.86870367150094
7147,2b4544a1-b262-4801-a766-563307d92022,Legionów Henryka D¹browskiego,NotSafe,"505,03050333855305",22.72637265023489
7628,e151e0c2-6b33-4921-ad1c-55f9fbba34f1,Strusina,NotSafe,"3609,3173252987876",162.41927963844546
8380,9404de31-22e6-4dc1-a81c-b4ee2e8c2f9b,Strusina,NotSafe,"2721,1858550392953",122.45336347676829
9799,8ed62306-5691-4e49-b56f-9b2459b8d972,Westerplatte,RatherSafe,"207,23587830986978",9.32561452394414
11515,3d864e58-f9d2-42a5-85a3-f472903ae930,Jasna,RatherSafe,"1150,652060411833",51.77934271853248
12646,e2e74c2e-355a-4783-89a9-43edd6c1c14f,Legionów Henryka D¹browskiego,NotSafe,"177,1602290220563",7.972210305992534
12765,81d52757-8047-4431-aead-dc9528e94d3d,Moœcice,RatherSafe,"6752,374971554144",303.8568737199365
13647,14d809a2-1fdb-45cc-a9cc-452f33adbbc0,Legionów Henryka D¹browskiego,NotSafe,"125,35944331767345",5.641174949295306
19193,8413ebf3-fa0a-4041-9218-4eec7c43fdf3,Zielone,RatherSafe,"1523,9514334046162",68.57781450320773
23455,12f426e8-a840-48cf-bc77-c36ec94c2713,Krzy¿,NotSafe,"1836,8959709093465",82.66031869092059
23810,84f6564f-b07e-43fd-aca7-561b17535767,Gumniska-Zab³ocie,RatherSafe,"2725,1393759959155",122.6312719198162
24921,e6bb2c3d-5a2e-4a4e-801b-db465f17ab5b,Krzy¿,NotSafe,"1006,9540811145874",45.31293365015644
25899,ea813c96-46ee-4374-9772-7bf744a2cd12,Klikowa,RatherSafe,"5056,968249281457",227.56357121766558
27543,f724972e-62c0-4f12-be67-931b1df93897,Chyszów,RatherSafe,"4891,256573958807",220.10654582814632
28647,a0448ce4-f3f6-4b9c-b6f8-4a44f742ed1e,Krzy¿,NotSafe,"3088,916000653624",139.00122002941308
30592,036cae3e-beff-4ffb-b85e-2e226ab91d84,Krakowska,RatherSafe,"4092,096750124718",184.14435375561231
31393,55a2f021-297f-43bc-a388-915186f98789,Krzy¿,NotSafe,"2797,5097873000373",125.88794042850168
35503,a6b58dd1-7ad8-4a14-8b01-168f82b4e025,Strusina,NotSafe,"3212,0550377901764",144.54247670055796
36064,d816f563-960d-4cfc-9f70-2f95600073c2,Krzy¿,NotSafe,"1007,0693536997857",45.31812091649036
37767,b1bf6c29-9d35-49a0-b218-fda8900b22ed,Legionów Henryka D¹browskiego,NotSafe,"361,99777760043224",16.28989999201945
41542,a1ff1e11-c6a7-479a-bd2f-3855b92e0c17,Krzy¿,NotSafe,"2651,652465617832",119.32436095280245
41587,7462281b-2ead-4110-bb0b-93c0f441025e,Strusina,NotSafe,"3189,093138188912",143.50919121850103
41813,d409e54b-058e-4983-be81-fa8a505cc8da,Westerplatte,RatherSafe,"317,22409525578945",14.275084286510525
42370,153a36b1-64c4-4b06-a7e7-87ec08226371,Zielone,RatherSafe,"1100,3873004506063",49.517428520277285
47452,7d6f1778-2471-4662-a9a6-076cd9f50b1a,Gumniska-Zab³ocie,RatherSafe,"4751,274707120557",213.80736182042506
49789,0e14121c-5612-4423-8934-0e9c8667aab3,Starówka,RatherSafe,"2204,955256575237",99.22298654588566
50221,844ffdba-7258-4d1a-8fbf-74bb7d177c93,Jasna,RatherSafe,"1405,1615065109695",63.23226779299363
50221,5f1d4ef2-c191-4af6-8edf-522737c46812,Krzy¿,NotSafe,"2669,9113719740685",120.14601173883308
50841,340fd104-7467-4bd7-9f3c-65a07abef8e3,Moœcice,RatherSafe,"7284,474564118691",327.8013553853411
52483,ed9f130c-d00b-4588-85ec-12103fb3d697,Gumniska-Zab³ocie,RatherSafe,"2258,497097784022",101.632369400281
53338,f67bb3c3-f30d-4f6c-8e63-04faf5dcb813,Strusina,NotSafe,"3565,0847465475363",160.42881359463914
53568,bcefd8b6-6d9f-4033-a92b-7fbd98fcc459,Grabówka,RatherSafe,"1940,5616400529582",87.32527380238312
55285,e9833c53-4a25-48cc-bfb0-1c69c521400a,Legionów Henryka D¹browskiego,NotSafe,"588,0591564654588",26.46266204094565
56186,a3454f6a-5a0b-4546-80c3-398fd6468c6b,Westerplatte,RatherSafe,"609,5384475898834",27.429230141544753
58649,0c2b5936-779f-41b9-8566-bfffd25ac547,Krzy¿,NotSafe,"2677,653248033823",120.49439616152203
60185,ef37375d-34f5-4c97-8878-9ca639ef7c8a,Legionów Henryka D¹browskiego,NotSafe,"588,0591564654588",26.46266204094565
60428,b736cfe2-be9a-4b78-9f9c-1234795c9446,Westerplatte,RatherSafe,"696,6697031265358",31.35013664069411
61817,23552461-e89e-4996-9e3f-c57ad5f284ea,Starówka,RatherSafe,"2497,962799584681",112.40832598131064
62470,943cac7b-e347-49df-9394-133a763bf303,Legionów Henryka D¹browskiego,NotSafe,"705,046285724052",31.727082857582342
63028,ba0153bd-78de-457b-ac26-bd4b05d55e5b,Chyszów,RatherSafe,"4583,773036246921",206.26978663111146
63087,952c25b3-60fc-42b5-bbd9-64f70de6c960,Strusina,NotSafe,"2638,3243824064243",118.7245972082891
63330,59a0f81e-f42e-4039-99b0-dc31b60bd8c8,Legionów Henryka D¹browskiego,NotSafe,"323,9184090341454",14.576328406536543
63665,5d6b8170-7379-4654-9c77-368b2e271b18,Legionów Henryka D¹browskiego,NotSafe,"737,6319595177599",33.193438178299196
63815,233b8175-fcbe-496c-9b0a-d4d5c4aa5787,Starówka,RatherSafe,"2648,87358044159",119.19931111987155
64985,4381b506-98dd-4bdd-9239-f5c32ff64c44,Strusina,NotSafe,"3569,0459940477845",160.6070697321503
66834,b41da821-9b5e-4d9d-9bd1-2a06b2f3df88,Chyszów,RatherSafe,"3968,3709401417927",178.5766923063807
66834,23f60d59-cc4f-467f-8d17-5170068fd28c,Rzêdzin,Safe,"2100,7835726705716",94.53526077017573
67396,559b9e02-f754-4697-b0e7-a48bb6ac3814,Legionów Henryka D¹browskiego,NotSafe,"453,9318771653656",20.426934472441452
67981,6d49ecb9-a23f-4fab-881a-3f741764dfde,Zielone,RatherSafe,"1456,9576732600085",65.56309529670038
68532,af359475-ec3e-4b86-b653-b1c89ae3648a,Legionów Henryka D¹browskiego,NotSafe,"588,0591564654588",26.46266204094565
68885,adcef7c4-20e4-4eea-abc0-611880315f16,Jasna,RatherSafe,"1118,0084040513593",50.31037818231117
71175,1f6c4f5e-3f8d-4135-b9ed-b3fee5241dc9,Krzy¿,NotSafe,"1492,8397836027373",67.17779026212318
