"amountOfInterventions","amountOfInterventionsPerPatrol","durationOfInterventions[min]","durationOfInterventionsPerPatrol[min]","amountOfFirings","amountOfFiringsPerPatrol","durationOfFirings[min]","durationOfFiringsPerPatrol[min]","amountOfPatrols"
428.0,5.035294117647059,8780.0,103.29411764705883,56.0,0.6588235294117647,3730.0,43.88235294117647,85.0
