"Reinickendorf","Spandau","Mitte","Steglitz-Zehlendorf","Treptow-Köpenick","Friedrichshain-Kreuzberg","Tempelhof-Schöneberg","Neukölln","Marzahn-Hellersdorf","Pankow","Charlottenburg-Wilmersdorf","Lichtenberg"
"31,53,25,46,42,29,52,45,20,24,48,21"
