"amountOfInterventions","amountOfInterventionsPerPatrol","durationOfInterventions[min]","durationOfInterventionsPerPatrol[min]","amountOfFirings","amountOfFiringsPerPatrol","durationOfFirings[min]","durationOfFiringsPerPatrol[min]","amountOfPatrols"
283.0,3.5375,5798.0,72.475,36.0,0.45,2514.0,31.425,80.0
