"simulationTime[s]","averageTransferToInterventionDuration[s]","averageTransferToFiringDuration[s]"
3600,70.62068965517241,215.0
7201,61.22727272727273,98.75
10800,62.53333333333333,264.5
14405,89.2,498.25
18000,78.63636363636364,404.2
21600,46.13636363636363,91.0
