"simulationTime[s]","incidentID","districtName","districtSafetyLevel","distanceOfSummonedPatrol[m]"
1047,deea2471-4387-4514-af6d-1251d54b62f8,Dêbniki,NotSafe,"8287,103673314154"
1048,d9735164-e9d9-4c45-a89b-c9807f168a46,Stare Miasto,RatherSafe,"75,95045459341412"
1050,cdff9f25-715c-4259-87a9-4b0cd35b1a2a,Bie¿anów-Prokocim,RatherSafe,"6994,895456526657"
1138,945a300b-2be8-4559-953c-26cdfadf19c4,Bronowice,RatherSafe,"3384,487487017351"
1235,a8d30032-0e67-48fc-8998-f051d64fa520,Dêbniki,NotSafe,"7895,695934472736"
1406,30ad3b0e-526e-44fe-a977-115afb6ebfca,Dêbniki,NotSafe,"2724,327077168357"
1408,c143e454-848e-41cd-84a5-36b8f11ad606,Dêbniki,NotSafe,"2118,4884237954266"
1409,6d4ef5ea-626f-4e79-8905-841da1289c49,Krowodrza,Safe,"1631,668207022279"
1639,71ab2d06-1cd3-43f3-ad91-b6c83cf56691,Podgórze,RatherSafe,"3498,336205473539"
1692,6eabcdf8-a115-4fb5-b669-6a667d1d718a,Stare Miasto,RatherSafe,"2059,7364629438134"
2137,5d1d2405-a0cb-4e67-a08d-bef43068809d,£agiewniki-Borek Fa³êcki,RatherSafe,"799,1791866812206"
2281,ebbce93a-8c60-4f0e-9b15-129cdcf011f4,Podgórze Duchackie,Safe,"1125,6269437538588"
2413,b65fd744-eb91-40af-b233-d77f2ddfc12d,Czy¿yny,RatherSafe,"1004,0334792123174"
2481,2cf79725-9a89-430f-962b-c33d314e1ddb,Podgórze Duchackie,Safe,"1117,5953391844191"
2516,985eee3b-8169-426f-a5f2-41fca9e9f423,Podgórze,RatherSafe,"1002,2118473703982"
2517,ea683fe1-7ccc-4afd-9837-338b66affcee,Nowa Huta,RatherSafe,"2181,490988434881"
2546,268e6afe-b9ee-461d-8ab7-5273efda44cd,Swoszowice,RatherSafe,"832,371091723804"
2689,7073f13e-2be5-47af-9220-6c808c4cad9f,£agiewniki-Borek Fa³êcki,RatherSafe,"911,8642766237334"
2690,45f53e59-4ac2-4ba7-90cc-5eca0668d4bb,Wzgórza Krzes³awickie,RatherSafe,"4115,712051774796"
2797,efbd7ef9-8f87-429f-98d5-330e45679492,Stare Miasto,RatherSafe,"1116,6445417539283"
2830,efbd7ef9-8f87-429f-98d5-330e45679492,Stare Miasto,RatherSafe,"2701,841586736353"
2831,eb6594a6-aeb1-4c10-b77e-5db9ba658fa6,Podgórze,RatherSafe,"2278,262288670051"
2833,3df9e502-e37f-4298-b2ad-aa5416d10a83,Bronowice,RatherSafe,"631,9452530968388"
3088,4ee8e8a7-48ec-4efc-8371-2ef71a33b55f,Dêbniki,NotSafe,"3456,9590278093897"
3089,9305c109-78e7-4932-9446-71e0d0bf2add,Stare Miasto,RatherSafe,"1159,3871123673823"
3120,4ee8e8a7-48ec-4efc-8371-2ef71a33b55f,Dêbniki,NotSafe,"2400,39147314205"
3230,69266ed3-57ca-4af2-9314-4802bd39e5df,Krowodrza,Safe,"2243,6382938688353"
3258,50b27635-41d7-4e6b-9fed-7b9f74ef2750,Czy¿yny,RatherSafe,"1057,253492919825"
3260,ad7a1dae-85e5-4eb6-98ca-701862d72cc5,Bronowice,RatherSafe,"2273,367314586481"
3411,4ee8e8a7-48ec-4efc-8371-2ef71a33b55f,Dêbniki,NotSafe,"3401,468973178665"
3471,cea3ed66-87a9-4279-8aa8-fb4326c88274,Nowa Huta,RatherSafe,"8811,463043250198"
3769,5bf0ab4a-0280-498b-bc29-7dcb0504833c,Swoszowice,RatherSafe,"2030,811408466221"
4066,e5622862-75e1-4126-b7ed-6ff989b0d01b,Stare Miasto,RatherSafe,"1989,8235192994912"
4223,ebb4c895-0e27-4df7-800e-cbaa901e1480,Podgórze,RatherSafe,"1333,7108106275573"
4250,dd5fe1f4-388c-4c86-9c8f-35ca2bb84ee1,Czy¿yny,RatherSafe,"1053,8678052282507"
4280,bbf23134-02f4-4706-88c3-6d9de14b1be8,Podgórze Duchackie,Safe,"403,11230642427415"
4770,2fb4d8c6-c6ae-49ae-bc9f-a52b0b7935e9,Swoszowice,RatherSafe,"661,7746480222944"
4825,8a8e47cf-19bf-4dcd-a43e-fe38ffeb383d,Nowa Huta,RatherSafe,"788,682320284928"
5263,22bfbac2-3b5a-4882-bc9b-243f2d785517,Dêbniki,NotSafe,"1828,2035256949432"
5447,f942894d-fe90-40e1-ab15-2860331d8529,Pr¹dnik Czerwony,NotSafe,"2007,420307305544"
5448,fc292187-0cf1-4185-8c1a-38363ecf93f3,Pr¹dnik Bia³y,RatherSafe,"1277,3168225470627"
5477,727eed2d-ac76-479b-9f44-1411e4c40e1d,Nowa Huta,RatherSafe,"9749,705304711224"
5478,5e95e60a-ccd9-49a7-b37e-b83f64f94f4b,Dêbniki,NotSafe,"2663,4234719245615"
5647,4a6b6b22-1860-4458-9c41-deff132744cc,Grzegórzki,NotSafe,"206,94422930612245"
5701,c5af17b3-3a40-4cbb-8051-dcf2ca6831cc,Podgórze Duchackie,Safe,"1895,902556837109"
5729,605d93c6-b3d1-4e70-9b08-56b53c523d6d,Zwierzyniec,NotSafe,"2938,170296570979"
5782,e6b4868b-ac8f-4ec2-8d90-b90e268a9f0f,£agiewniki-Borek Fa³êcki,RatherSafe,"873,5890758089935"
5810,fb6fd435-6e05-4182-a984-92a3a2d33f1e,Czy¿yny,RatherSafe,"2338,275755258093"
5894,14d6a916-0d17-48bb-9759-fd749804b2df,Mistrzejowice,RatherSafe,"2431,0494469754003"
6003,8c05ba7f-939e-43d6-8643-f33ed68c589b,Nowa Huta,RatherSafe,"3351,0318209323827"
6031,02c76587-8433-41dd-a748-d5f3e4ff37be,Swoszowice,RatherSafe,"2459,874856773575"
6033,a8f500e0-c82d-4a43-88cc-541f7588abca,Mistrzejowice,RatherSafe,"3228,754748629338"
6389,12e40f2e-66a4-4039-83c9-d70752f5e815,Podgórze,RatherSafe,"2670,5225809573153"
6505,bc3441a1-d848-496d-ba41-d1367f329132,Stare Miasto,RatherSafe,"1567,1195579428875"
6817,02c76587-8433-41dd-a748-d5f3e4ff37be,Swoszowice,RatherSafe,"3499,8546338177352"
