"£agiewniki-Borek Fa³êcki","Dêbniki","Swoszowice","Podgórze","Stare Miasto","Zwierzyniec","Podgórze Duchackie","Bie¿anów-Prokocim","Nowa Huta","Wzgórza Krzes³awickie","Czy¿yny","Grzegórzki","Krowodrza","Bronowice","Pr¹dnik Bia³y","Pr¹dnik Czerwony","Mistrzejowice","Bieñczyce"
"40,60,36,36,47,55,21,41,43,36,28,46,22,29,26,41,32,20"
