"simulationTime[s]","firingID","districtName","districtSafetyLevel","previousPatrolState","numberOfIteration","distanceOfSummonedPatrol","isNight"
12763,81d52757-8047-4431-aead-dc9528e94d3d,Moœcice,RatherSafe,PATROLLING,2,"1270,2439934428771",0
12763,81d52757-8047-4431-aead-dc9528e94d3d,Moœcice,RatherSafe,PATROLLING,2,"1489,158581029677",0
12764,81d52757-8047-4431-aead-dc9528e94d3d,Moœcice,RatherSafe,PATROLLING,2,"1599,729855607512",0
13645,14d809a2-1fdb-45cc-a9cc-452f33adbbc0,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"866,5504040534346",0
13645,14d809a2-1fdb-45cc-a9cc-452f33adbbc0,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,2,"1726,6286293332587",0
13646,14d809a2-1fdb-45cc-a9cc-452f33adbbc0,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,2,"2236,8411893986668",0
13646,14d809a2-1fdb-45cc-a9cc-452f33adbbc0,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,2,"1552,419837133493",0
13647,14d809a2-1fdb-45cc-a9cc-452f33adbbc0,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,2,"1584,796118976983",0
19192,8413ebf3-fa0a-4041-9218-4eec7c43fdf3,Zielone,RatherSafe,PATROLLING,1,"890,4708068461081",0
19192,8413ebf3-fa0a-4041-9218-4eec7c43fdf3,Zielone,RatherSafe,PATROLLING,1,"267,324464076034",0
19204,8413ebf3-fa0a-4041-9218-4eec7c43fdf3,Zielone,RatherSafe,PATROLLING,2,"2057,926060032462",0
19204,8413ebf3-fa0a-4041-9218-4eec7c43fdf3,Zielone,RatherSafe,PATROLLING,2,"2097,9501830228314",0
19205,8413ebf3-fa0a-4041-9218-4eec7c43fdf3,Zielone,RatherSafe,PATROLLING,2,"1322,852995065511",0
19205,8413ebf3-fa0a-4041-9218-4eec7c43fdf3,Zielone,RatherSafe,PATROLLING,2,"1545,9448090882004",0
19206,8413ebf3-fa0a-4041-9218-4eec7c43fdf3,Zielone,RatherSafe,PATROLLING,2,"1534,1275839121342",0
19206,8413ebf3-fa0a-4041-9218-4eec7c43fdf3,Zielone,RatherSafe,PATROLLING,2,"2340,6734223438484",0
19207,8413ebf3-fa0a-4041-9218-4eec7c43fdf3,Zielone,RatherSafe,PATROLLING,2,"1745,234426750368",0
19207,8413ebf3-fa0a-4041-9218-4eec7c43fdf3,Zielone,RatherSafe,PATROLLING,2,"1857,6348488235503",0
19208,8413ebf3-fa0a-4041-9218-4eec7c43fdf3,Zielone,RatherSafe,PATROLLING,2,"2013,4726613042421",0
23452,12f426e8-a840-48cf-bc77-c36ec94c2713,Krzy¿,NotSafe,PATROLLING,1,"813,0689140677051",0
23453,12f426e8-a840-48cf-bc77-c36ec94c2713,Krzy¿,NotSafe,PATROLLING,2,"2194,6631360675046",0
23453,12f426e8-a840-48cf-bc77-c36ec94c2713,Krzy¿,NotSafe,PATROLLING,2,"1581,9628053724934",0
23453,12f426e8-a840-48cf-bc77-c36ec94c2713,Krzy¿,NotSafe,PATROLLING,2,"1456,7644507343116",0
23454,12f426e8-a840-48cf-bc77-c36ec94c2713,Krzy¿,NotSafe,PATROLLING,2,"1641,4909478564637",0
23454,12f426e8-a840-48cf-bc77-c36ec94c2713,Krzy¿,NotSafe,PATROLLING,2,"1822,6264537441984",0
23808,84f6564f-b07e-43fd-aca7-561b17535767,Gumniska-Zab³ocie,RatherSafe,PATROLLING,1,"1156,2581154465713",0
23808,84f6564f-b07e-43fd-aca7-561b17535767,Gumniska-Zab³ocie,RatherSafe,PATROLLING,1,"1148,9744035376139",0
23809,84f6564f-b07e-43fd-aca7-561b17535767,Gumniska-Zab³ocie,RatherSafe,PATROLLING,1,"971,4648225428775",0
23810,84f6564f-b07e-43fd-aca7-561b17535767,Gumniska-Zab³ocie,RatherSafe,PATROLLING,1,"680,2193316629222",0
24917,e6bb2c3d-5a2e-4a4e-801b-db465f17ab5b,Krzy¿,NotSafe,PATROLLING,1,"1142,042672762968",0
24917,e6bb2c3d-5a2e-4a4e-801b-db465f17ab5b,Krzy¿,NotSafe,PATROLLING,1,"311,40004002612955",0
24918,e6bb2c3d-5a2e-4a4e-801b-db465f17ab5b,Krzy¿,NotSafe,PATROLLING,1,"744,6778106792613",0
24918,e6bb2c3d-5a2e-4a4e-801b-db465f17ab5b,Krzy¿,NotSafe,PATROLLING,1,"968,0074641517086",0
24919,e6bb2c3d-5a2e-4a4e-801b-db465f17ab5b,Krzy¿,NotSafe,PATROLLING,1,"384,442001800781",0
24920,e6bb2c3d-5a2e-4a4e-801b-db465f17ab5b,Krzy¿,NotSafe,PATROLLING,1,"922,5307602252157",0
24921,e6bb2c3d-5a2e-4a4e-801b-db465f17ab5b,Krzy¿,NotSafe,PATROLLING,1,"201,8545662503146",0
25899,ea813c96-46ee-4374-9772-7bf744a2cd12,Klikowa,RatherSafe,PATROLLING,1,"573,6601194376909",0
27539,f724972e-62c0-4f12-be67-931b1df93897,Chyszów,RatherSafe,PATROLLING,2,"1320,2476151946644",0
27540,f724972e-62c0-4f12-be67-931b1df93897,Chyszów,RatherSafe,PATROLLING,2,"2095,78932547767",0
27540,f724972e-62c0-4f12-be67-931b1df93897,Chyszów,RatherSafe,PATROLLING,2,"1730,4001144917852",0
27541,f724972e-62c0-4f12-be67-931b1df93897,Chyszów,RatherSafe,PATROLLING,2,"1980,9200919369573",0
27541,f724972e-62c0-4f12-be67-931b1df93897,Chyszów,RatherSafe,PATROLLING,2,"1831,3446044834782",0
27542,f724972e-62c0-4f12-be67-931b1df93897,Chyszów,RatherSafe,PATROLLING,2,"2381,827449878251",0
27542,f724972e-62c0-4f12-be67-931b1df93897,Chyszów,RatherSafe,PATROLLING,2,"2262,739779424514",0
28645,a0448ce4-f3f6-4b9c-b6f8-4a44f742ed1e,Krzy¿,NotSafe,PATROLLING,1,"958,925955274248",0
28645,a0448ce4-f3f6-4b9c-b6f8-4a44f742ed1e,Krzy¿,NotSafe,PATROLLING,2,"2033,3012683154866",0
28646,a0448ce4-f3f6-4b9c-b6f8-4a44f742ed1e,Krzy¿,NotSafe,PATROLLING,2,"2119,5181243870234",0
28647,a0448ce4-f3f6-4b9c-b6f8-4a44f742ed1e,Krzy¿,NotSafe,PATROLLING,2,"2339,222583420289",0
30587,036cae3e-beff-4ffb-b85e-2e226ab91d84,Krakowska,RatherSafe,PATROLLING,1,"503,35305781743966",0
30587,036cae3e-beff-4ffb-b85e-2e226ab91d84,Krakowska,RatherSafe,PATROLLING,1,"1072,004371666461",0
30588,036cae3e-beff-4ffb-b85e-2e226ab91d84,Krakowska,RatherSafe,PATROLLING,1,"637,5354292655007",0
30589,036cae3e-beff-4ffb-b85e-2e226ab91d84,Krakowska,RatherSafe,PATROLLING,1,"479,1972935059823",0
30589,036cae3e-beff-4ffb-b85e-2e226ab91d84,Krakowska,RatherSafe,PATROLLING,1,"389,71060722698087",0
30590,036cae3e-beff-4ffb-b85e-2e226ab91d84,Krakowska,RatherSafe,PATROLLING,1,"994,7776359824613",0
30590,036cae3e-beff-4ffb-b85e-2e226ab91d84,Krakowska,RatherSafe,PATROLLING,1,"174,1033237481196",0
30591,036cae3e-beff-4ffb-b85e-2e226ab91d84,Krakowska,RatherSafe,PATROLLING,1,"1028,4152199927917",0
30591,036cae3e-beff-4ffb-b85e-2e226ab91d84,Krakowska,RatherSafe,PATROLLING,1,"273,42432420789686",0
31393,55a2f021-297f-43bc-a388-915186f98789,Krzy¿,NotSafe,PATROLLING,2,"1958,6484664820334",0
31393,55a2f021-297f-43bc-a388-915186f98789,Krzy¿,NotSafe,PATROLLING,2,"2180,3805401733434",0
31404,55a2f021-297f-43bc-a388-915186f98789,Krzy¿,NotSafe,PATROLLING,3,"3006,331966085791",0
31405,55a2f021-297f-43bc-a388-915186f98789,Krzy¿,NotSafe,PATROLLING,3,"3132,5642990090105",0
31405,55a2f021-297f-43bc-a388-915186f98789,Krzy¿,NotSafe,PATROLLING,3,"3379,0220469606747",0
31406,55a2f021-297f-43bc-a388-915186f98789,Krzy¿,NotSafe,PATROLLING,3,"3290,308250830197",0
31407,55a2f021-297f-43bc-a388-915186f98789,Krzy¿,NotSafe,PATROLLING,3,"2750,0892179623856",0
35503,a6b58dd1-7ad8-4a14-8b01-168f82b4e025,Strusina,NotSafe,PATROLLING,1,"1189,5192075455998",0
36060,d816f563-960d-4cfc-9f70-2f95600073c2,Krzy¿,NotSafe,PATROLLING,1,"509,9714095881511",0
36060,d816f563-960d-4cfc-9f70-2f95600073c2,Krzy¿,NotSafe,PATROLLING,1,"1046,1684520241192",0
36061,d816f563-960d-4cfc-9f70-2f95600073c2,Krzy¿,NotSafe,PATROLLING,1,"968,2117170649294",0
36061,d816f563-960d-4cfc-9f70-2f95600073c2,Krzy¿,NotSafe,PATROLLING,1,"526,8943747794771",0
36062,d816f563-960d-4cfc-9f70-2f95600073c2,Krzy¿,NotSafe,PATROLLING,1,"1100,7777404070168",0
36062,d816f563-960d-4cfc-9f70-2f95600073c2,Krzy¿,NotSafe,PATROLLING,1,"875,9474785589825",0
36063,d816f563-960d-4cfc-9f70-2f95600073c2,Krzy¿,NotSafe,PATROLLING,1,"514,5890033153848",0
36063,d816f563-960d-4cfc-9f70-2f95600073c2,Krzy¿,NotSafe,PATROLLING,1,"883,4667324941527",0
37765,b1bf6c29-9d35-49a0-b218-fda8900b22ed,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"1179,865161001107",0
37766,b1bf6c29-9d35-49a0-b218-fda8900b22ed,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"811,0010494933587",0
37766,b1bf6c29-9d35-49a0-b218-fda8900b22ed,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"502,5419483243799",0
37766,b1bf6c29-9d35-49a0-b218-fda8900b22ed,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"1119,9296752981595",0
41540,a1ff1e11-c6a7-479a-bd2f-3855b92e0c17,Krzy¿,NotSafe,PATROLLING,3,"3173,49958710774",0
41541,a1ff1e11-c6a7-479a-bd2f-3855b92e0c17,Krzy¿,NotSafe,PATROLLING,3,"2459,5534655703095",0
41541,a1ff1e11-c6a7-479a-bd2f-3855b92e0c17,Krzy¿,NotSafe,TRANSFER_TO_INTERVENTION,4,"2439,979785408466",0
41585,7462281b-2ead-4110-bb0b-93c0f441025e,Strusina,NotSafe,PATROLLING,1,"1160,6907448876311",0
41586,7462281b-2ead-4110-bb0b-93c0f441025e,Strusina,NotSafe,PATROLLING,1,"653,4070083541218",0
41586,7462281b-2ead-4110-bb0b-93c0f441025e,Strusina,NotSafe,PATROLLING,1,"209,13838541569393",0
41587,7462281b-2ead-4110-bb0b-93c0f441025e,Strusina,NotSafe,PATROLLING,1,"521,5305984669817",0
41587,7462281b-2ead-4110-bb0b-93c0f441025e,Strusina,NotSafe,PATROLLING,1,"573,5881090196038",0
41811,d409e54b-058e-4983-be81-fa8a505cc8da,Westerplatte,RatherSafe,PATROLLING,2,"1944,2324676823698",0
41812,d409e54b-058e-4983-be81-fa8a505cc8da,Westerplatte,RatherSafe,PATROLLING,2,"1555,8944991996234",0
41812,d409e54b-058e-4983-be81-fa8a505cc8da,Westerplatte,RatherSafe,PATROLLING,2,"1678,9057439886162",0
41812,d409e54b-058e-4983-be81-fa8a505cc8da,Westerplatte,RatherSafe,PATROLLING,2,"1201,8740846803023",0
41813,d409e54b-058e-4983-be81-fa8a505cc8da,Westerplatte,RatherSafe,PATROLLING,2,"2063,7435404147723",0
42366,153a36b1-64c4-4b06-a7e7-87ec08226371,Zielone,RatherSafe,PATROLLING,2,"2318,6008469235635",0
42367,153a36b1-64c4-4b06-a7e7-87ec08226371,Zielone,RatherSafe,PATROLLING,2,"1690,249303208204",0
42367,153a36b1-64c4-4b06-a7e7-87ec08226371,Zielone,RatherSafe,PATROLLING,2,"1574,344264005687",0
42368,153a36b1-64c4-4b06-a7e7-87ec08226371,Zielone,RatherSafe,PATROLLING,2,"1227,5047957295976",0
42368,153a36b1-64c4-4b06-a7e7-87ec08226371,Zielone,RatherSafe,PATROLLING,2,"1687,1959611937418",0
42369,153a36b1-64c4-4b06-a7e7-87ec08226371,Zielone,RatherSafe,PATROLLING,2,"1877,3925165000223",0
42369,153a36b1-64c4-4b06-a7e7-87ec08226371,Zielone,RatherSafe,PATROLLING,2,"2366,1004703809526",0
42370,153a36b1-64c4-4b06-a7e7-87ec08226371,Zielone,RatherSafe,PATROLLING,2,"2285,9997301381914",0
47451,7d6f1778-2471-4662-a9a6-076cd9f50b1a,Gumniska-Zab³ocie,RatherSafe,PATROLLING,1,"924,8254544280776",0
47451,7d6f1778-2471-4662-a9a6-076cd9f50b1a,Gumniska-Zab³ocie,RatherSafe,PATROLLING,2,"2231,0075942005856",0
47452,7d6f1778-2471-4662-a9a6-076cd9f50b1a,Gumniska-Zab³ocie,RatherSafe,PATROLLING,2,"2256,2697772513366",0
49785,0e14121c-5612-4423-8934-0e9c8667aab3,Starówka,RatherSafe,PATROLLING,1,"298,1147212877635",0
49786,0e14121c-5612-4423-8934-0e9c8667aab3,Starówka,RatherSafe,PATROLLING,1,"743,1958715991734",0
49786,0e14121c-5612-4423-8934-0e9c8667aab3,Starówka,RatherSafe,PATROLLING,1,"539,7191968577959",0
49787,0e14121c-5612-4423-8934-0e9c8667aab3,Starówka,RatherSafe,PATROLLING,1,"246,25718042098805",0
49787,0e14121c-5612-4423-8934-0e9c8667aab3,Starówka,RatherSafe,PATROLLING,1,"987,6764649907941",0
49788,0e14121c-5612-4423-8934-0e9c8667aab3,Starówka,RatherSafe,PATROLLING,1,"566,1611597623389",0
49789,0e14121c-5612-4423-8934-0e9c8667aab3,Starówka,RatherSafe,PATROLLING,1,"791,2450194268052",0
49789,0e14121c-5612-4423-8934-0e9c8667aab3,Starówka,RatherSafe,PATROLLING,1,"626,617121797021",0
50219,844ffdba-7258-4d1a-8fbf-74bb7d177c93,Jasna,RatherSafe,PATROLLING,1,"1056,750194365081",0
50220,844ffdba-7258-4d1a-8fbf-74bb7d177c93,Jasna,RatherSafe,PATROLLING,1,"802,4635307835391",0
50220,844ffdba-7258-4d1a-8fbf-74bb7d177c93,Jasna,RatherSafe,PATROLLING,1,"770,7115050594234",0
50221,5f1d4ef2-c191-4af6-8edf-522737c46812,Krzy¿,NotSafe,PATROLLING,1,"839,0693804694484",0
50234,5f1d4ef2-c191-4af6-8edf-522737c46812,Krzy¿,NotSafe,PATROLLING,2,"2147,9469890356127",0
50840,340fd104-7467-4bd7-9f3c-65a07abef8e3,Moœcice,RatherSafe,PATROLLING,1,"939,3492657619165",0
50841,340fd104-7467-4bd7-9f3c-65a07abef8e3,Moœcice,RatherSafe,PATROLLING,2,"1516,4503394275462",0
50852,340fd104-7467-4bd7-9f3c-65a07abef8e3,Moœcice,RatherSafe,PATROLLING,3,"3261,2020149282794",0
50852,340fd104-7467-4bd7-9f3c-65a07abef8e3,Moœcice,RatherSafe,PATROLLING,3,"2832,331381865632",0
50853,340fd104-7467-4bd7-9f3c-65a07abef8e3,Moœcice,RatherSafe,PATROLLING,3,"2584,9328647899492",0
50853,340fd104-7467-4bd7-9f3c-65a07abef8e3,Moœcice,RatherSafe,PATROLLING,3,"3322,8119012904235",0
50854,340fd104-7467-4bd7-9f3c-65a07abef8e3,Moœcice,RatherSafe,PATROLLING,3,"3040,9149212874922",0
50854,340fd104-7467-4bd7-9f3c-65a07abef8e3,Moœcice,RatherSafe,PATROLLING,3,"3284,9900762195357",0
50855,340fd104-7467-4bd7-9f3c-65a07abef8e3,Moœcice,RatherSafe,PATROLLING,3,"3375,597722467211",0
52481,ed9f130c-d00b-4588-85ec-12103fb3d697,Gumniska-Zab³ocie,RatherSafe,PATROLLING,1,"521,740109624653",0
52482,ed9f130c-d00b-4588-85ec-12103fb3d697,Gumniska-Zab³ocie,RatherSafe,PATROLLING,2,"1842,9761418405024",0
52482,ed9f130c-d00b-4588-85ec-12103fb3d697,Gumniska-Zab³ocie,RatherSafe,PATROLLING,2,"2084,8788328748706",0
53337,f67bb3c3-f30d-4f6c-8e63-04faf5dcb813,Strusina,NotSafe,PATROLLING,2,"1376,9134779305493",0
53337,f67bb3c3-f30d-4f6c-8e63-04faf5dcb813,Strusina,NotSafe,PATROLLING,2,"1366,8778265210628",0
53338,f67bb3c3-f30d-4f6c-8e63-04faf5dcb813,Strusina,NotSafe,PATROLLING,2,"1275,5165557964704",0
53338,f67bb3c3-f30d-4f6c-8e63-04faf5dcb813,Strusina,NotSafe,PATROLLING,2,"1931,61970145138",0
53564,bcefd8b6-6d9f-4033-a92b-7fbd98fcc459,Grabówka,RatherSafe,PATROLLING,1,"908,8870764119197",0
53565,bcefd8b6-6d9f-4033-a92b-7fbd98fcc459,Grabówka,RatherSafe,PATROLLING,1,"1126,9151038300467",0
53565,bcefd8b6-6d9f-4033-a92b-7fbd98fcc459,Grabówka,RatherSafe,PATROLLING,1,"996,3646658086088",0
53566,bcefd8b6-6d9f-4033-a92b-7fbd98fcc459,Grabówka,RatherSafe,PATROLLING,1,"1019,6789992720811",0
53566,bcefd8b6-6d9f-4033-a92b-7fbd98fcc459,Grabówka,RatherSafe,PATROLLING,1,"1019,6789992720811",0
53567,bcefd8b6-6d9f-4033-a92b-7fbd98fcc459,Grabówka,RatherSafe,PATROLLING,1,"461,17511707349524",0
53567,bcefd8b6-6d9f-4033-a92b-7fbd98fcc459,Grabówka,RatherSafe,PATROLLING,1,"1019,569029314584",0
53567,bcefd8b6-6d9f-4033-a92b-7fbd98fcc459,Grabówka,RatherSafe,PATROLLING,1,"493,7658246162141",0
53568,bcefd8b6-6d9f-4033-a92b-7fbd98fcc459,Grabówka,RatherSafe,PATROLLING,1,"1096,0165849153868",0
55284,e9833c53-4a25-48cc-bfb0-1c69c521400a,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"824,5905422072639",0
55284,e9833c53-4a25-48cc-bfb0-1c69c521400a,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"792,652905709731",0
55285,e9833c53-4a25-48cc-bfb0-1c69c521400a,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"1119,1518221813108",0
55285,e9833c53-4a25-48cc-bfb0-1c69c521400a,Legionów Henryka D¹browskiego,NotSafe,TRANSFER_TO_INTERVENTION,4,"974,6112778670308",0
56183,a3454f6a-5a0b-4546-80c3-398fd6468c6b,Westerplatte,RatherSafe,PATROLLING,2,"2002,3006381181801",0
56184,a3454f6a-5a0b-4546-80c3-398fd6468c6b,Westerplatte,RatherSafe,PATROLLING,2,"1527,2046169736334",0
56184,a3454f6a-5a0b-4546-80c3-398fd6468c6b,Westerplatte,RatherSafe,PATROLLING,2,"2237,403397444655",0
56185,a3454f6a-5a0b-4546-80c3-398fd6468c6b,Westerplatte,RatherSafe,PATROLLING,2,"1364,8910545125966",0
56185,a3454f6a-5a0b-4546-80c3-398fd6468c6b,Westerplatte,RatherSafe,PATROLLING,2,"1718,604037513046",0
56186,a3454f6a-5a0b-4546-80c3-398fd6468c6b,Westerplatte,RatherSafe,PATROLLING,2,"1326,9739346566416",0
58646,0c2b5936-779f-41b9-8566-bfffd25ac547,Krzy¿,NotSafe,PATROLLING,2,"2087,583962623525",1
58646,0c2b5936-779f-41b9-8566-bfffd25ac547,Krzy¿,NotSafe,PATROLLING,3,"3205,264236682999",1
58647,0c2b5936-779f-41b9-8566-bfffd25ac547,Krzy¿,NotSafe,PATROLLING,3,"2411,696409119447",1
58647,0c2b5936-779f-41b9-8566-bfffd25ac547,Krzy¿,NotSafe,PATROLLING,3,"2581,3742025891697",1
58648,0c2b5936-779f-41b9-8566-bfffd25ac547,Krzy¿,NotSafe,PATROLLING,3,"2913,9153868966414",1
58649,0c2b5936-779f-41b9-8566-bfffd25ac547,Krzy¿,NotSafe,PATROLLING,3,"3240,8022929713384",1
58649,0c2b5936-779f-41b9-8566-bfffd25ac547,Krzy¿,NotSafe,PATROLLING,3,"2573,8697750821407",1
60184,ef37375d-34f5-4c97-8878-9ca639ef7c8a,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"938,2961157693329",1
60185,ef37375d-34f5-4c97-8878-9ca639ef7c8a,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"912,8577473628969",1
60185,ef37375d-34f5-4c97-8878-9ca639ef7c8a,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"990,5762751266799",1
60427,b736cfe2-be9a-4b78-9f9c-1234795c9446,Westerplatte,RatherSafe,PATROLLING,1,"904,8198037698222",1
60428,b736cfe2-be9a-4b78-9f9c-1234795c9446,Westerplatte,RatherSafe,TRANSFER_TO_INTERVENTION,4,"2413,699608420122",1
61814,23552461-e89e-4996-9e3f-c57ad5f284ea,Starówka,RatherSafe,PATROLLING,1,"475,3132344439443",1
61815,23552461-e89e-4996-9e3f-c57ad5f284ea,Starówka,RatherSafe,PATROLLING,1,"152,94413116850242",1
61815,23552461-e89e-4996-9e3f-c57ad5f284ea,Starówka,RatherSafe,PATROLLING,1,"567,7690027430757",1
61816,23552461-e89e-4996-9e3f-c57ad5f284ea,Starówka,RatherSafe,PATROLLING,1,"145,98244005262669",1
61816,23552461-e89e-4996-9e3f-c57ad5f284ea,Starówka,RatherSafe,PATROLLING,1,"419,5248012770736",1
62468,943cac7b-e347-49df-9394-133a763bf303,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"979,3187639488973",1
62468,943cac7b-e347-49df-9394-133a763bf303,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"964,503026960787",1
62469,943cac7b-e347-49df-9394-133a763bf303,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"1060,5493215323304",1
62469,943cac7b-e347-49df-9394-133a763bf303,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"674,8641163176288",1
62470,943cac7b-e347-49df-9394-133a763bf303,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"468,0838122649813",1
